symbol,interval,trade_id,trade_uid,dt,entry_dt,exit_dt,direction,entry_price,exit_price,qty,trade_pnl_abs,trade_pnl_rel,trade_bars_in_trade,trade_exit_reason,bars_held,time_since_entry_min,pnl_abs,pnl_rel,mae_abs,mfe_abs,mae_rel,mfe_rel,y_exit,begin,open,high,low,close,volume,v3_signal,v3_L,v3_U,v3_M,v3_segment_quality,v3_breakout,ma_close,std_close,band_lower,band_upper,dist_from_ma,band_pos,ret_1,ret_3,ret_6,ret_mean_20,ret_vol_20,atr_14,atr_14_pct,bar_range,bar_range_pct,bar_body,bar_body_pct,hour,day_of_week,z_ma,band_width_pct,edge_proximity,range_vs_atr,body_vs_range
SBER,30min,0,SBER:0,2022-01-05 02:30:00,2022-01-04 21:30:00,2022-01-05 21:30:00,1,303.91,293.03,2303.313480964759,-25060.050672896698,-0.0250600506728966,48,,10,300.0,,,,,,,0,2022-01-05 02:30:00+00:00,,,,,0,0.0,,,,,False,,,,,,,,,,,,,,,,,,2,2,,,,,
SBER,30min,0,SBER:0,2022-01-05 03:00:00,2022-01-04 21:30:00,2022-01-05 21:30:00,1,303.91,293.03,2303.313480964759,-25060.050672896698,-0.0250600506728966,48,,11,330.0,,,,,,,0,2022-01-05 03:00:00+00:00,,,,,0,0.0,,,,,False,,,,,,,,,,,,,,,,,,3,2,,,,,
SBER,30min,0,SBER:0,2022-01-05 03:30:00,2022-01-04 21:30:00,2022-01-05 21:30:00,1,303.91,293.03,2303.313480964759,-25060.050672896698,-0.0250600506728966,48,,12,360.0,,,,,,,0,2022-01-05 03:30:00+00:00,,,,,0,0.0,,,,,False,,,,,,,,,,,,,,,,,,3,2,,,,,
SBER,30min,0,SBER:0,2022-01-05 04:00:00,2022-01-04 21:30:00,2022-01-05 21:30:00,1,303.91,293.03,2303.313480964759,-25060.050672896698,-0.0250600506728966,48,,13,390.0,,,,,,,0,2022-01-05 04:00:00+00:00,,,,,0,0.0,,,,,False,,,,,,,,,,,,,,,,,,4,2,,,,,
SBER,30min,0,SBER:0,2022-01-05 04:30:00,2022-01-04 21:30:00,2022-01-05 21:30:00,1,303.91,293.03,2303.313480964759,-25060.050672896698,-0.0250600506728966,48,,14,420.0,,,,,,,0,2022-01-05 04:30:00+00:00,,,,,0,0.0,,,,,False,,,,,,,,,,,,,,,,,,4,2,,,,,
SBER,30min,0,SBER:0,2022-01-05 05:00:00,2022-01-04 21:30:00,2022-01-05 21:30:00,1,303.91,293.03,2303.313480964759,-25060.050672896698,-0.0250600506728966,48,,15,450.0,,,,,,,0,2022-01-05 05:00:00+00:00,,,,,0,0.0,,,,,False,,,,,,,,,,,,,,,,,,5,2,,,,,
SBER,30min,0,SBER:0,2022-01-05 05:30:00,2022-01-04 21:30:00,2022-01-05 21:30:00,1,303.91,293.03,2303.313480964759,-25060.050672896698,-0.0250600506728966,48,,16,480.0,,,,,,,0,2022-01-05 05:30:00+00:00,,,,,0,0.0,,,,,False,,,,,,,,,,,,,,,,,,5,2,,,,,
SBER,30min,0,SBER:0,2022-01-05 06:00:00,2022-01-04 21:30:00,2022-01-05 21:30:00,1,303.91,293.03,2303.313480964759,-25060.050672896698,-0.0250600506728966,48,,17,510.0,,,,,,,1,2022-01-05 06:00:00+00:00,,,,,0,0.0,,,,,False,,,,,,,,,,,,,,,,,,6,2,,,,,
SBER,30min,0,SBER:0,2022-01-05 06:30:00,2022-01-04 21:30:00,2022-01-05 21:30:00,1,303.91,293.03,2303.313480964759,-25060.050672896698,-0.0250600506728966,48,,18,540.0,-437.629561383299,-0.0006251850876904272,-437.629561383299,1474.1206278174143,-0.0006251850876904272,0.002105886611167735,1,2022-01-05 06:30:00+00:00,303.72,303.72,303.72,303.72,1690,0.0,,,,,False,304.50905058696594,0.998562522023612,303.0112068039305,306.00689437000136,-0.0025912221178482366,0.23660451246561864,,,,,,,,0.0,0.0,0.0,0.0,6,2,-0.0025949523046359282,0.009837761998523232,0.23660451246561864,,
SBER,30min,0,SBER:0,2022-01-05 07:00:00,2022-01-04 21:30:00,2022-01-05 21:30:00,1,303.91,293.03,2303.313480964759,-25060.050672896698,-0.0250600506728966,48,,19,570.0,-3846.533513211184,-0.005495047876015978,-3846.533513211184,1474.1206278174143,-0.005495047876015978,0.002105886611167735,1,2022-01-05 07:00:00+00:00,303.56,304.26,302.01,302.24,1072790,0.0,303.3325,308.9425,306.1375,ROLLING,True,304.29295053106443,1.1701090312315312,302.5377869842171,306.04811407791175,-0.0067466253407498684,-0.08483169125521298,-0.00487290925852768,,,-0.0005365862519971897,0.0022725477533480764,,,2.25,0.00744441503440974,1.3199999999999932,0.004367390153520358,7,2,-0.005765809134597563,0.01153601188449572,-0.08483169125521298,,0.5866666666666637
SBER,30min,0,SBER:0,2022-01-05 07:30:00,2022-01-04 21:30:00,2022-01-05 21:30:00,1,303.91,293.03,2303.313480964759,-25060.050672896698,-0.0250600506728966,48,,20,600.0,-3501.0364910665226,-0.005001480701523604,-3846.533513211184,1474.1206278174143,-0.005495047876015978,0.002105886611167735,1,2022-01-05 07:30:00+00:00,302.24,302.95,302.17,302.39,393840,0.0,303.042,308.914,305.97799999999995,ROLLING,True,304.1117171471535,1.2518845158482592,302.23389037338114,305.9895439209259,-0.005661462712797819,0.041566567480884824,0.0004962943356272564,,,-0.0003222538251125673,0.0021482681052029974,,,0.7799999999999727,0.0025794503786499977,0.14999999999997726,0.0004960481497403263,7,2,-0.0045223522147022415,0.012349585155008856,0.041566567480884824,,0.19230769230766986
SBER,30min,0,SBER:0,2022-01-05 08:00:00,2022-01-04 21:30:00,2022-01-05 21:30:00,1,303.91,293.03,2303.313480964759,-25060.050672896698,-0.0250600506728966,48,,21,630.0,-6702.642229607506,-0.00957520318515358,-6702.642229607506,1474.1206278174143,-0.00957520318515358,0.002105886611167735,1,2022-01-05 08:00:00+00:00,302.55,302.92,300.86,301.0,988140,0.0,302.884,308.914,305.899,ROLLING,True,303.81536313313893,1.5153262207318268,301.5423738020412,306.08835246423666,-0.009266691138015865,-0.1193084795033463,-0.004596712854260998,-0.008955617015672379,,-0.0003159309792399423,0.002134777203215961,,,2.0600000000000023,0.0068438538205980145,1.5500000000000114,0.005149501661129606,8,2,-0.006115311020976405,0.01496296505652123,-0.1193084795033463,,0.7524271844660241
SBER,30min,0,SBER:0,2022-01-05 08:30:00,2022-01-04 21:30:00,2022-01-05 21:30:00,1,303.91,293.03,2303.313480964759,-25060.050672896698,-0.0250600506728966,48,,22,660.0,-4491.461287881385,-0.006416373268401979,-6702.642229607506,1474.1206278174143,-0.00957520318515358,0.002105886611167735,1,2022-01-05 08:30:00+00:00,300.87,301.96,300.71,301.96,795070,0.0,302.844,308.076,305.46000000000004,ROLLING,True,303.6386618823638,1.5458848002209173,301.3198346820324,305.9574890826952,-0.005528485311973139,0.13803644313730482,0.003189368770764034,-0.0009264160931711229,,-0.0002536811012079365,0.002220583847406324,,,1.25,0.004139621141873096,1.089999999999975,0.003609749635713257,8,2,-0.0035762595706892784,0.015273596491014362,0.13803644313730482,,0.87199999999998
SBER,30min,0,SBER:0,2022-01-05 09:00:00,2022-01-04 21:30:00,2022-01-05 21:30:00,1,303.91,293.03,2303.313480964759,-25060.050672896698,-0.0250600506728966,48,,23,690.0,-3800.467243591931,-0.0054292389194170445,-6702.642229607506,1474.1206278174143,-0.00957520318515358,0.002105886611167735,1,2022-01-05 09:00:00+00:00,301.95,302.49,301.5,302.26,587120,0.0,302.634,306.95,304.79200000000003,ROLLING,True,303.5073607507101,1.5279278195357915,301.2154690214064,305.7992524800138,-0.0041098204261828955,0.2278752886182171,0.0009935090740496033,-0.00042990839644163614,,-0.00026649948035091243,0.0022121717244214236,,,0.9900000000000091,0.0032753258783828794,0.3100000000000023,0.0010256070932310008,9,2,-0.002689800115971135,0.015102709361873936,0.2278752886182171,,0.3131313131313126
SBER,30min,0,SBER:0,2022-01-05 09:30:00,2022-01-04 21:30:00,2022-01-05 21:30:00,1,303.91,293.03,2303.313480964759,-25060.050672896698,-0.0250600506728966,48,,24,720.0,-2556.677963870914,-0.0036523970912441628,-6702.642229607506,1474.1206278174143,-0.00957520318515358,0.002105886611167735,1,2022-01-05 09:30:00+00:00,302.26,302.88,302.0,302.8,408030,1.0,302.306,306.738,304.522,ROLLING,False,303.43999306016633,1.4688798456565497,301.2366732916815,305.6433128286512,-0.0021091256090274833,0.3547661875229255,0.0017865413882089953,0.005980066445182786,-0.0030291057553010203,-0.00011311406857325568,0.0022442353788701404,,,0.8799999999999955,0.0029062087186261408,0.5400000000000205,0.0017833553500661177,9,2,-0.0014358734754678052,0.014522276686501044,0.3547661875229255,,0.6136363636363901
SBER,30min,0,SBER:0,2022-01-05 10:00:00,2022-01-04 21:30:00,2022-01-05 21:30:00,1,303.91,293.03,2303.313480964759,-25060.050672896698,-0.0250600506728966,48,,25,750.0,-2625.777368299925,-0.00375111052614275,-6702.642229607506,1474.1206278174143,-0.00957520318515358,0.002105886611167735,1,2022-01-05 10:00:00+00:00,302.77,303.74,301.85,302.77,1337190,1.0,302.074,306.506,304.29,ROLLING,False,303.37618419729336,1.4116788427870979,301.2586659331127,305.493702461474,-0.001998127173025409,0.35686447018016,-9.907529722597008e-05,0.0026824744999338623,0.0017535733192164393,-0.00020523315150573486,0.0022014282211550566,,,1.8899999999999864,0.00624236218912041,0.0,0.0,10,2,-0.0014154261666771725,0.013959686847426251,0.35686447018016,,0.0
SBER,30min,0,SBER:0,2022-01-05 10:30:00,2022-01-04 21:30:00,2022-01-05 21:30:00,1,303.91,293.03,2303.313480964759,-25060.050672896698,-0.0250600506728966,48,,26,780.0,-829.1928531473446,-0.001184561218781921,-6702.642229607506,1474.1206278174143,-0.00957520318515358,0.002105886611167735,1,2022-01-05 10:30:00+00:00,302.72,304.19,302.3,303.55,1077340,1.0,302.004,306.44,304.222,ROLLING,False,303.39273808326544,1.3437943987246004,301.37704648517854,305.40842968135235,0.0005183443668694835,0.5390094191204217,0.0025762129669386624,0.0042678488718321805,0.003836105691325864,-0.00019955499371864248,0.0022088057766784554,,,1.8899999999999864,0.0062263218580134614,0.8299999999999841,0.0027343106572228102,10,2,0.0003857319001786626,0.013287672017605782,0.46099058087957834,,0.4391534391534339
SBER,30min,0,SBER:0,2022-01-05 11:00:00,2022-01-04 21:30:00,2022-01-05 21:30:00,1,303.91,293.03,2303.313480964759,-25060.050672896698,-0.0250600506728966,48,,27,810.0,-4859.991444835673,-0.006942844921193818,-6702.642229607506,1474.1206278174143,-0.00957520318515358,0.002105886611167735,1,2022-01-05 11:00:00+00:00,303.59,304.05,301.5,301.8,2343070,0.0,302.004,306.23400000000004,304.119,ROLLING,True,303.2410487420021,1.365247435658558,301.19317758851423,305.2889198954899,-0.0047521559102247845,0.14815932400147971,-0.005765112831493946,-0.0033025099075296716,0.0026578073089700283,-0.00044850503424518907,0.0025349088914233204,,,2.5500000000000114,0.008449304174950335,1.7899999999999636,0.005931080185553226,11,2,-0.0034808019309206573,0.013506556331891456,0.14815932400147971,,0.7019607843137081
SBER,30min,0,SBER:0,2022-01-05 11:30:00,2022-01-04 21:30:00,2022-01-05 21:30:00,1,303.91,293.03,2303.313480964759,-25060.050672896698,-0.0250600506728966,48,,28,840.0,-4238.09680497523,-0.006054424007107472,-6702.642229607506,1474.1206278174143,-0.00957520318515358,0.002105886611167735,1,2022-01-05 11:30:00+00:00,301.8,302.68,301.7,302.07,1103620,1.0,301.91,305.976,303.943,ROLLING,False,303.1295202903828,1.3456493410208958,301.11104627885146,305.14799430191414,-0.003495272546757702,0.23754423283879952,0.0008946322067593382,-0.002311985995970489,0.00036428666048493596,-0.0004299977732155569,0.0025437224326264637,,,0.9800000000000182,0.0032442811268911785,0.2699999999999818,0.0008938325553679009,11,2,-0.00259746164190588,0.013317568078475119,0.23754423283879952,,0.275510204081609
SBER,30min,0,SBER:0,2022-01-05 12:00:00,2022-01-04 21:30:00,2022-01-05 21:30:00,1,303.91,293.03,2303.313480964759,-25060.050672896698,-0.0250600506728966,48,,29,870.0,-4399.328748642747,-0.006284755355203925,-6702.642229607506,1474.1206278174143,-0.00957520318515358,0.002105886611167735,1,2022-01-05 12:00:00+00:00,302.05,302.7,301.76,302.0,1073520,1.0,301.76,305.79,303.775,ROLLING,False,303.02194692939395,1.3244009649918245,301.03534548190623,305.00854837688166,-0.0033725178646286913,0.24279014779579536,-0.00023173436620649301,-0.00510624279360905,-0.0008601865943227427,-0.0002499194630218471,0.002414301980044174,,,0.9399999999999977,0.003112582781456946,0.05000000000001137,0.00016556291390732242,12,2,-0.002546447755457132,0.013111931116663346,0.24279014779579536,,0.053191489361714354
SBER,30min,0,SBER:0,2022-01-05 12:30:00,2022-01-04 21:30:00,2022-01-05 21:30:00,1,303.91,293.03,2303.313480964759,-25060.050672896698,-0.0250600506728966,48,,30,900.0,-3915.632917640195,-0.005593761310914565,-6702.642229607506,1474.1206278174143,-0.00957520318515358,0.002105886611167735,1,2022-01-05 12:30:00+00:00,302.0,302.61,301.8,302.21,535810,1.0,301.724,305.632,303.678,ROLLING,False,302.94461865040404,1.2832705449613324,301.01971283296206,304.869524467846,-0.0024249272150029624,0.3091806249044699,0.0006953642384104342,0.0013585155732271925,-0.001948480845442635,-0.00025461844399722876,0.002412263387726594,,,0.8100000000000023,0.0026802554515072377,0.20999999999997954,0.0006948810429832883,12,2,-0.0018896461268625396,0.01270797168153899,0.3091806249044699,,0.25925925925923327
SBER,30min,0,SBER:0,2022-01-05 13:00:00,2022-01-04 21:30:00,2022-01-05 21:30:00,1,303.91,293.03,2303.313480964759,-25060.050672896698,-0.0250600506728966,48,,31,930.0,-5712.217432792644,-0.008160310618275206,-6702.642229607506,1474.1206278174143,-0.00957520318515358,0.002105886611167735,1,2022-01-05 13:00:00+00:00,302.18,302.35,301.31,301.43,1274940,0.0,301.776,305.632,303.704,ROLLING,True,302.80036925512746,1.3030831364674738,300.8457445504263,304.75499395982865,-0.004525652523140878,0.14945463652651653,-0.002580986731080981,-0.0021187142053166186,-0.004425801763714987,-0.0004707557558380038,0.002417626458034019,1.307857142857143,0.004338841996009498,1.0400000000000205,0.003450220615068243,0.75,0.002488139866635703,13,2,-0.003473034372472552,0.012910319161825726,0.14945463652651653,0.7951938831239914,0.721153846153832
SBER,30min,0,SBER:0,2022-01-05 13:30:00,2022-01-04 21:30:00,2022-01-05 21:30:00,1,303.91,293.03,2303.313480964759,-25060.050672896698,-0.0250600506728966,48,,32,960.0,-6149.846994175943,-0.008785495705965634,-6702.642229607506,1474.1206278174143,-0.00957520318515358,0.002105886611167735,1,2022-01-05 13:30:00+00:00,301.4,301.87,301.22,301.24,1121010,0.0,301.724,305.592,303.658,ROLLING,True,302.651762659401,1.3255746406520519,300.66340069842295,304.6401246203791,-0.004664643770767591,0.14499354566545689,-0.000630328766214383,-0.0025165562913906925,-0.007609948937572053,-0.00045634344931571035,0.0024156747274971936,1.3542857142857128,0.004495703473262889,0.6499999999999773,0.0021577479750364403,0.15999999999996817,0.0005311379630858059,13,2,-0.003518959723364236,0.013139602713734965,0.14499354566545689,0.47995780590715675,0.24615384615380578
SBER,30min,0,SBER:0,2022-01-05 14:00:00,2022-01-04 21:30:00,2022-01-05 21:30:00,1,303.91,293.03,2303.313480964759,-25060.050672896698,-0.0250600506728966,48,,33,990.0,-9858.181698529237,-0.014083116712184625,-9858.181698529237,1474.1206278174143,-0.014083116712184625,0.002105886611167735,1,2022-01-05 14:00:00+00:00,301.22,301.35,299.09,299.63,4701990,0.0,301.58,305.378,303.479,ROLLING,True,302.36397573945806,1.554996404983203,300.03148113198324,304.69647034693287,-0.00904200221859062,-0.08606260668227102,-0.005344575753552072,-0.008537109956652578,-0.007190192180251853,-0.0007202885960922778,0.0026479689744186327,1.355000000000002,0.004522244101057978,2.2600000000000477,0.007542635917631905,1.5900000000000318,0.005306544738510936,14,2,-0.005814805866826612,0.01542838958755249,-0.08606260668227102,1.6678966789668226,0.7035398230088488
SBER,30min,0,SBER:0,2022-01-05 14:30:00,2022-01-04 21:30:00,2022-01-05 21:30:00,1,303.91,293.03,2303.313480964759,-25060.050672896698,-0.0250600506728966,48,,34,1020.0,-12875.522358593076,-0.01839360336941868,-12875.522358593076,1474.1206278174143,-0.01839360336941868,0.002105886611167735,1,2022-01-05 14:30:00+00:00,299.63,300.26,298.3,298.32,3128280,0.0,301.5,305.18,303.34000000000003,ROLLING,True,301.978835192843,1.9160008426179909,299.10483392891604,304.85283645677,-0.012116197449753358,-0.13654028945061494,-0.004372058872609608,-0.010317486646982732,-0.012414341046777189,-0.000838733914607831,0.0027590249477252235,1.4392857142857167,0.00482463701490251,1.9599999999999795,0.00657012603915252,1.3100000000000023,0.004391257709841789,14,2,-0.006323691086272171,0.019034454928549147,-0.13654028945061494,1.3617866004962613,0.6683673469387836
SBER,30min,0,SBER:0,2022-01-05 15:00:00,2022-01-04 21:30:00,2022-01-05 21:30:00,1,303.91,293.03,2303.313480964759,-25060.050672896698,-0.0250600506728966,48,,35,1050.0,-10180.645585864271,-0.014543779408377531,-12875.522358593076,1474.1206278174143,-0.01839360336941868,0.002105886611167735,1,2022-01-05 15:00:00+00:00,298.32,299.67,298.2,299.49,1737650,0.0,301.386,304.984,303.185,ROLLING,True,301.74180326971515,1.9706029182707756,298.785898892309,304.6977076471213,-0.0074626824832167565,0.11910079248045316,0.003921962992759598,-0.005809321471252127,-0.008311258278145717,-0.0006903472585041148,0.002934740179439235,1.3971428571428615,0.0046650734820623775,1.4700000000000273,0.004908344185114786,1.170000000000016,0.003906641290193382,15,2,-0.003787004684721231,0.01959227621347516,0.11910079248045316,1.0521472392638198,0.795918367346935
SBER,30min,0,SBER:0,2022-01-05 15:30:00,2022-01-04 21:30:00,2022-01-05 21:30:00,1,303.91,293.03,2303.313480964759,-25060.050672896698,-0.0250600506728966,48,,36,1080.0,-9535.717811194201,-0.013622454015991717,-12875.522358593076,1474.1206278174143,-0.01839360336941868,0.002105886611167735,1,2022-01-05 15:30:00+00:00,299.55,299.92,299.17,299.77,795140,0.0,301.25600000000003,304.956,303.106,ROLLING,True,301.55401248212326,1.9662385040151011,298.6046547261006,304.5033702381459,-0.005916062822175293,0.19755915868797633,0.0009349227019264106,0.00046724293295064,-0.008073855927997031,-0.0007011290655511259,0.002928009389530849,1.3614285714285757,0.004541577113882562,0.75,0.0025019181372385496,0.21999999999997044,0.0007338959869232093,15,2,-0.003008822586931629,0.01956105794611178,0.19755915868797633,0.5508919202518346,0.2933333333332939
SBER,30min,0,SBER:0,2022-01-05 16:00:00,2022-01-04 21:30:00,2022-01-05 21:30:00,1,303.91,293.03,2303.313480964759,-25060.050672896698,-0.0250600506728966,48,,37,1110.0,-9121.12138462053,-0.013030173406600757,-12875.522358593076,1474.1206278174143,-0.01839360336941868,0.002105886611167735,1,2022-01-05 16:00:00+00:00,299.79,300.17,299.13,299.95,1124750,0.0,301.004,304.95,302.977,ROLLING,True,301.4012493885877,1.931646980552264,298.5037789177593,304.2987198594161,-0.004815007872501083,0.24956614688590967,0.0006004603529372599,0.005463931348887119,-0.0049099293368278785,-0.000671106047904263,0.0029386361510278106,1.365000000000005,0.004550758459743308,1.0400000000000205,0.003467244540756861,0.15999999999996817,0.0005334222370394005,16,2,-0.00249269557065984,0.019226665295556136,0.24956614688590967,0.761904761904774,0.15384615384612021
SBER,30min,0,SBER:0,2022-01-05 16:30:00,2022-01-04 21:30:00,2022-01-05 21:30:00,1,303.91,293.03,2303.313480964759,-25060.050672896698,-0.0250600506728966,48,,38,1140.0,-9927.281102958117,-0.014181830147083024,-12875.522358593076,1474.1206278174143,-0.01839360336941868,0.002105886611167735,1,2022-01-05 16:30:00+00:00,299.94,300.19,299.51,299.6,682630,0.0,300.77,304.91,302.84000000000003,ROLLING,True,301.2297018277699,1.9157733702558275,298.3560417723861,304.10336188315364,-0.005410163134250429,0.21644143768560517,-0.001166861143523823,0.0003672910614711533,-0.0054441641216305126,-0.0006785543423157181,0.002939749962094886,1.3507142857142915,0.00450839214190351,0.6800000000000068,0.002269692923898554,0.339999999999975,0.0011348464619491822,16,2,-0.00282400998899362,0.019079526606754077,0.21644143768560517,0.5034373347435248,0.49999999999995826
SBER,30min,0,SBER:0,2022-01-05 17:00:00,2022-01-04 21:30:00,2022-01-05 21:30:00,1,303.91,293.03,2303.313480964759,-25060.050672896698,-0.0250600506728966,48,,39,1170.0,-11401.401730775662,-0.016287716758250945,-12875.522358593076,1474.1206278174143,-0.01839360336941868,0.002105886611167735,1,2022-01-05 17:00:00+00:00,299.59,299.76,298.83,298.96,1256180,0.0,299.99,304.91,302.45000000000005,ROLLING,True,301.01353974893465,1.9462544462035039,298.0941580796294,303.9329214182399,-0.006822084317693672,0.1482920046861577,-0.0021361815754340485,-0.0027020715882176694,-0.002236091179120936,-0.0005417179581610366,0.002794336820108871,1.2821428571428644,0.004288676937191813,0.9300000000000068,0.0031107840513781336,0.6299999999999955,0.002107305325127092,17,2,-0.0035052376275883624,0.019397012318716465,0.1482920046861577,0.725348189415043,0.6774193548386999
