dt,side,conf
2022-09-20 23:30:00+00:00,-1,0.75
2022-09-21 15:00:00+00:00,1,0.75
2022-09-21 18:20:00+00:00,-1,0.75
2022-09-21 18:30:00+00:00,1,0.75
2022-09-21 18:40:00+00:00,-1,0.75
2022-09-21 19:40:00+00:00,1,0.75
2022-09-21 19:50:00+00:00,-1,0.75
2022-09-21 20:00:00+00:00,1,0.75
2022-09-21 20:40:00+00:00,-1,0.75
2022-09-22 10:00:00+00:00,1,0.75
2022-09-22 13:50:00+00:00,-1,0.75
2022-09-22 15:10:00+00:00,1,0.75
2022-09-22 17:50:00+00:00,-1,0.75
2022-09-23 18:10:00+00:00,1,0.75
2022-09-23 19:00:00+00:00,-1,0.75
2022-09-23 20:40:00+00:00,1,0.75
2022-09-26 09:50:00+00:00,-1,0.75
2022-09-26 14:20:00+00:00,1,0.75
2022-09-26 17:50:00+00:00,-1,0.75
2022-09-27 09:50:00+00:00,1,0.75
2022-09-27 14:30:00+00:00,-1,0.75
2022-09-27 17:20:00+00:00,1,0.75
2022-09-27 18:40:00+00:00,-1,0.75
2022-09-27 19:00:00+00:00,1,0.75
2022-09-27 19:10:00+00:00,-1,0.75
2022-09-27 20:30:00+00:00,1,0.75
2022-09-28 13:20:00+00:00,-1,0.75
2022-09-28 15:10:00+00:00,1,0.75
2022-09-28 23:10:00+00:00,-1,0.75
2022-09-29 09:50:00+00:00,1,0.75
2022-09-29 10:40:00+00:00,-1,0.75
2022-09-29 11:40:00+00:00,1,0.75
2022-09-29 12:30:00+00:00,-1,0.75
2022-09-29 16:50:00+00:00,1,0.75
2022-09-29 20:50:00+00:00,-1,0.75
2022-09-30 09:50:00+00:00,1,0.75
2022-09-30 10:30:00+00:00,-1,0.75
2022-09-30 12:30:00+00:00,1,0.75
2022-09-30 13:00:00+00:00,-1,0.75
2022-09-30 14:30:00+00:00,1,0.75
2022-09-30 18:00:00+00:00,-1,0.75
2022-09-30 19:00:00+00:00,1,0.75
2022-10-03 10:50:00+00:00,-1,0.75
2022-10-03 11:10:00+00:00,1,0.75
2022-10-03 11:20:00+00:00,-1,0.75
2022-10-03 13:00:00+00:00,1,0.75
2022-10-04 10:40:00+00:00,-1,0.75
2022-10-04 14:00:00+00:00,1,0.75
2022-10-04 16:30:00+00:00,-1,0.75
2022-10-04 17:50:00+00:00,1,0.75
2022-10-05 09:50:00+00:00,-1,0.75
2022-10-05 13:10:00+00:00,1,0.75
2022-10-05 18:30:00+00:00,-1,0.75
2022-10-06 09:50:00+00:00,1,0.75
2022-10-06 12:40:00+00:00,-1,0.75
2022-10-07 12:40:00+00:00,1,0.75
2022-10-07 13:30:00+00:00,-1,0.75
2022-10-07 14:10:00+00:00,1,0.75
2022-10-07 16:10:00+00:00,-1,0.75
2022-10-10 11:00:00+00:00,1,0.75
2022-10-10 12:10:00+00:00,-1,0.75
2022-10-10 13:10:00+00:00,1,0.75
2022-10-10 17:20:00+00:00,-1,0.75
2022-10-10 17:50:00+00:00,1,0.75
2022-10-11 15:50:00+00:00,-1,0.75
2022-10-11 16:20:00+00:00,1,0.75
2022-10-11 17:10:00+00:00,-1,0.75
2022-10-11 17:30:00+00:00,1,0.75
2022-10-12 16:40:00+00:00,-1,0.75
2022-10-13 10:40:00+00:00,1,0.75
2022-10-13 14:40:00+00:00,-1,0.75
2022-10-13 19:20:00+00:00,1,0.75
2022-10-14 10:10:00+00:00,-1,0.75
2022-10-14 11:10:00+00:00,1,0.75
2022-10-14 11:20:00+00:00,-1,0.75
2022-10-14 17:40:00+00:00,1,0.75
2022-10-17 10:10:00+00:00,-1,0.75
2022-10-17 11:30:00+00:00,1,0.75
2022-10-18 19:10:00+00:00,-1,0.75
2022-10-18 19:20:00+00:00,1,0.75
2022-10-18 20:20:00+00:00,-1,0.75
2022-10-19 14:50:00+00:00,1,0.75
2022-10-19 15:30:00+00:00,-1,0.75
2022-10-19 16:10:00+00:00,1,0.75
2022-10-19 16:40:00+00:00,-1,0.75
2022-10-19 19:30:00+00:00,1,0.75
2022-10-19 19:40:00+00:00,-1,0.75
2022-10-19 19:50:00+00:00,1,0.75
2022-10-20 16:30:00+00:00,-1,0.75
2022-10-20 17:00:00+00:00,1,0.75
2022-10-21 11:50:00+00:00,-1,0.75
2022-10-21 12:00:00+00:00,1,0.75
2022-10-21 12:30:00+00:00,-1,0.75
2022-10-21 13:00:00+00:00,1,0.75
2022-10-21 21:40:00+00:00,-1,0.75
2022-10-21 22:00:00+00:00,1,0.75
2022-10-24 11:50:00+00:00,-1,0.75
2022-10-24 13:00:00+00:00,1,0.75
2022-10-24 13:40:00+00:00,-1,0.75
2022-10-24 16:20:00+00:00,1,0.75
2022-10-24 19:30:00+00:00,-1,0.75
2022-10-24 20:00:00+00:00,1,0.75
2022-10-24 20:30:00+00:00,-1,0.75
2022-10-24 21:40:00+00:00,1,0.75
2022-10-24 22:30:00+00:00,-1,0.75
2022-10-24 22:40:00+00:00,1,0.75
2022-10-24 22:50:00+00:00,-1,0.75
2022-10-25 09:50:00+00:00,1,0.75
2022-10-26 13:20:00+00:00,-1,0.75
2022-10-26 15:20:00+00:00,1,0.75
2022-10-26 17:00:00+00:00,-1,0.75
2022-10-26 17:10:00+00:00,1,0.75
2022-10-27 15:10:00+00:00,-1,0.75
2022-10-27 15:20:00+00:00,1,0.75
2022-10-27 23:20:00+00:00,-1,0.75
2022-10-28 12:50:00+00:00,1,0.75
2022-10-28 14:30:00+00:00,-1,0.75
2022-10-28 16:40:00+00:00,1,0.75
2022-10-28 19:20:00+00:00,-1,0.75
2022-10-28 21:20:00+00:00,1,0.75
2022-10-31 11:10:00+00:00,-1,0.75
2022-10-31 11:20:00+00:00,1,0.75
2022-10-31 11:30:00+00:00,-1,0.75
2022-10-31 14:20:00+00:00,1,0.75
2022-10-31 15:00:00+00:00,-1,0.75
2022-10-31 15:30:00+00:00,1,0.75
2022-10-31 15:50:00+00:00,-1,0.75
2022-10-31 19:50:00+00:00,1,0.75
2022-11-01 11:10:00+00:00,-1,0.75
2022-11-01 15:20:00+00:00,1,0.75
2022-11-01 17:10:00+00:00,-1,0.75
2022-11-01 18:20:00+00:00,1,0.75
2022-11-01 18:40:00+00:00,-1,0.75
2022-11-01 19:00:00+00:00,1,0.75
2022-11-02 10:00:00+00:00,-1,0.75
2022-11-02 13:00:00+00:00,1,0.75
2022-11-02 16:30:00+00:00,-1,0.75
2022-11-02 18:30:00+00:00,1,0.75
2022-11-02 20:50:00+00:00,-1,0.75
2022-11-03 14:00:00+00:00,1,0.75
